id_pagto;num_pedido;valor_pago;metodo;dt_pagto
711073;59114;292.20;boleto;2025-09-13
712366;57594;1508.20;Boleto;12/05/2026
714346;59708;135.68;cartao;07/03/2024
702216;62484;1390.09;cartao;2025-11-22
700153;58599;1009.91;pix;2024-02-27
712640;54523;266.42;Boleto;2025-04-23
717006;60869;282.46;PIX;2024-08-11
715949;59242;1833.18;cartao;2024-09-22
713932;58361;173.00;pix;2025-05-28
714988;59962;2872.06;cartao;21/05/2026
704056;103056;1465.89;boleto;12/01/2024
701849;52121;2683.13;PIX;23/02/2026
708260;69153;1110.25;pix;2026-02-12
717138;57734;2460.78;Boleto;2025-03-04
705068;59665;2975.04;Boleto;09/08/2024
710671;55092;1547.79;Boleto;07/06/2025
703392;69949;-2788.53;pix;15/01/2024
703914;62477;511.46;Boleto;17/01/2026
710665;53754;93.93;boleto;16/02/2025
708294;67166;3256.32;cartão;2026-02-21
712261;65698;2851.44;pix;2025-10-10
717779;66374;1460.36;boleto;2025-05-22
705484;59395;2667.85;Boleto;12/08/2024
712588;59674;2943.44;pix;2024-05-28
703791;58476;1888.32;PIX;15/03/2025
713618;67094;276.05;pix;2024-09-24
700582;65469;2105.59;boleto;06/08/2025
704221;51664;1267.91;Boleto;25/05/2025
705402;50778;735.85;Boleto;20/05/2025
710270;55860;90.13;cartao;2024-10-11
702539;51626;322.55;cartão;2025-06-18
712859;111859;2078.01;PIX;18/05/2024
702494;52522;2162.44;cartão;2025-09-26
711522;56477;3191.51;Boleto;2026-02-25
717077;58429;1388.96;Boleto;2024-02-03
713890;54886;1980.35;cartao;30/04/2025
712319;57695;699.07;boleto;2024-05-27
700227;60188;1459.11;PIX;18/02/2024
708531;55784;2322.97;Boleto;21/10/2024
707307;64107;3143.11;boleto;2024-02-17
709334;56557;3153.76;PIX;2026-04-04
710454;52717;1240.87;Boleto;06/08/2024
716162;50039;165.24;PIX;05/08/2025
700665;69973;1322.11;pix;2024-11-07
701213;63879;127.13;cartão;2026-05-19
710946;53903;2400.34;cartao;2025-11-03
707268;68299;1678.79;pix;18/01/2025
713186;62205;2008.37;boleto;25/10/2024
709000;55043;3331.05;boleto;12/04/2024
706351;61169;2031.05;cartão;19/01/2026
711407;52283;381.46;cartão;2026-05-23
710479;60670;2662.24;boleto;2025-08-18
706802;51386;409.01;Boleto;2025-04-10
714854;68467;2170.12;PIX;2026-02-21
705907;50018;2428.72;Boleto;2024-02-05
700134;61980;2009.02;pix;2024-06-21
700234;59998;604.58;Boleto;06/10/2025
700368;63616;470.47;boleto;25/01/2025
804974;59153;1185.32;PIX;2024-02-07
706398;61308;760.39;boleto;2025-12-09
701578;60422;1323.34;PIX;19/06/2026
711755;64016;1544.24;cartao;2025-07-12
705431;69623;2717.78;Boleto;20/01/2024
716839;60674;790.84;boleto;21/10/2024
709709;69432;2613.52;boleto;2025-05-23
810673;55280;1194.09;PIX;19/05/2026
703711;63277;1125.84;PIX;06/07/2024
712467;60927;1052.13;boleto;2025-02-02
713194;52822;3470.49;Boleto;30/05/2024
708246;61176;274.66;Boleto;02/10/2024
708439;50920;179.00;cartao;23/09/2024
703323;50280;3339.95;pix;13/03/2025
707026;50293;3224.90;cartao;2024-01-19
701734;50547;2949.55;cartao;2025-12-07
706929;57241;2470.88;PIX;2024-10-10
709280;108280;3374.29;cartão;2024-10-21
708473;55795;145.54;Boleto;14/04/2024
709530;51462;1898.12;Boleto;09/12/2024
717305;56973;2023.44;pix;2025-10-05
710363;51059;2797.61;PIX;18/06/2025
716691;62452;2947.34;cartão;29/05/2025
717930;68658;2171.15;PIX;09/05/2025
715348;67426;558.41;boleto;2024-11-25
703723;60232;2678.29;cartão;29/08/2025
715080;68182;3413.82;cartão;2026-06-16
703532;53680;2917.00;PIX;2024-08-06
710796;61244;1993.05;cartão;07/12/2025
705542;68614;2116.98;Boleto;27/08/2025
703987;59839;611.80;pix;2025-08-11
711316;59508;2259.64;cartão;2026-01-09
701209;50082;516.35;PIX;2026-03-05
713603;55975;2795.41;cartao;2024-09-22
712655;64281;3136.11;PIX;2025-07-19
701422;64900;2167.49;Boleto;26/02/2026
712243;58704;1530.34;PIX;03/05/2025
706776;55726;2868.76;boleto;2025-02-08
711885;61943;2103.92;cartao;14/11/2025
808509;51472;2212.56;cartao;2026-01-16
711865;67202;1526.08;Boleto;2024-06-20
700155;62302;1510.70;boleto;07/06/2024
701217;63786;813.97;boleto;06/02/2025
709413;55143;471.59;PIX;29/03/2026
717459;61258;1879.32;cartão;2024-10-02
708851;68255;3064.00;PIX;2024-01-17
708349;55821;1212.85;cartão;10/06/2024
706933;67480;1346.31;Boleto;07/07/2024
715692;64861;2601.70;Boleto;2024-01-01
712127;61285;825.61;cartao;15/02/2025
713224;61754;3095.00;Boleto;2025-12-08
716813;57490;2096.19;pix;02/12/2025
700333;65202;2754.13;cartão;2024-12-25
712599;60483;2963.57;PIX;11/08/2024
715627;53258;2109.11;PIX;04/06/2024
703260;65719;541.65;boleto;19/12/2025
705210;67886;2686.44;cartão;14/07/2024
715267;61162;2363.07;cartao;07/02/2024
715005;61555;3459.99;PIX;14/10/2025
715686;51405;3033.30;PIX;2024-07-22
711390;69827;1199.47;cartão;2026-04-02
710299;54380;2395.04;pix;23/02/2025
700215;65659;1836.22;Boleto;31/01/2025
704022;69305;1953.63;pix;2026-02-14
713357;53172;1544.81;pix;2024-08-01
714775;69612;426.26;PIX;2025-02-27
710426;50227;638.18;cartao;2025-06-07
701862;57619;2566.21;cartão;27/09/2024
704659;58482;707.59;pix;2025-01-03
700874;56199;2989.26;cartao;11/03/2026
703559;53342;2375.35;pix;10/06/2026
713900;66662;2920.58;boleto;30/04/2026
703800;56693;1846.62;PIX;2025-04-08
717185;69665;-2514.36;PIX;2024-04-01
716536;52417;500.62;boleto;2024-06-22
714790;61712;1322.50;pix;2024-12-25
716321;50387;-3331.83;pix;2025-04-11
703504;67002;1772.16;cartão;12/12/2025
711119;60288;1026.85;Boleto;05/01/2024
716298;68321;1464.39;pix;19/09/2025
705420;53388;2858.27;pix;2024-07-23
706573;59148;3398.40;pix;2024-12-22
712091;50625;2264.23;cartão;30/07/2024
703370;62125;3415.59;cartao;14/06/2024
717399;56353;1339.34;Boleto;19/02/2024
804417;66809;810.59;Boleto;25/12/2025
702292;66215;1513.87;PIX;2026-05-12
711593;53525;852.54;cartão;10/01/2026
703769;59475;138.99;Boleto;18/03/2025
713705;50186;1240.31;pix;06/07/2025
712940;61735;618.48;pix;12/09/2025
713804;53396;136.07;PIX;07/03/2024
714036;68252;2830.25;boleto;2024-03-10
700627;52798;977.91;cartão;08/10/2024
707455;67622;762.22;pix;29/11/2024
710923;60238;2312.71;pix;20/02/2025
717061;61671;1755.37;pix;2025-10-04
708136;52766;2894.56;cartao;2024-01-05
704808;58343;2062.91;Boleto;2026-04-08
713664;52117;434.36;PIX;2025-10-27
702129;51167;2298.80;cartao;06/08/2024
713222;66229;2722.53;PIX;2026-05-26
705474;69302;965.45;pix;08/02/2026
706781;69785;40.51;pix;13/11/2024
714403;53085;966.62;pix;2025-09-29
702158;54232;1560.74;Boleto;19/07/2024
702904;57299;3329.39;cartao;2024-01-18
700462;59074;85.80;boleto;07/08/2024
711952;57132;2096.86;Boleto;17/04/2025
711995;58331;848.18;pix;2025-12-10
710087;65999;-1287.97;pix;2025-10-09
711731;69309;2910.19;boleto;28/03/2025
717548;59282;2091.52;cartao;16/10/2024
700774;67278;638.94;Boleto;2025-04-04
714995;50578;1696.36;cartão;2024-12-06
711357;67419;683.14;boleto;15/02/2026
711463;57749;2754.11;boleto;2025-03-06
701552;63897;2521.70;Boleto;11/10/2025
703608;67674;2396.73;cartao;2025-08-07
712384;67454;1741.46;boleto;01/05/2025
714040;61252;581.03;cartão;20/07/2025
713358;59055;264.02;cartão;2026-02-24
708528;53812;664.73;pix;2025-10-25
712826;62873;2833.80;cartao;13/10/2025
714284;67786;1181.11;pix;17/11/2024
700026;52412;1071.53;pix;01/03/2024
717970;61216;2603.80;pix;01/07/2024
700759;55279;2733.24;PIX;2025-11-22
701393;60208;1283.91;boleto;20/08/2024
711282;51725;28.20;cartao;2025-02-06
714645;64227;2947.54;PIX;06/09/2025
711050;68755;-1758.56;cartão;2024-04-27
716853;55220;3385.98;pix;16/12/2024
702466;59222;2147.43;cartão;2025-01-30
715645;52822;895.43;Boleto;2026-01-04
703418;50782;2767.95;PIX;2026-05-10
700557;63681;797.85;cartao;2026-06-07
716366;50628;296.36;cartao;19/10/2024
706089;58798;647.52;Boleto;2024-05-21
716463;64092;3317.86;cartao;2026-05-27
707135;52150;3249.39;cartao;2024-08-19
717136;64874;3061.55;cartao;19/01/2026
710364;55141;2244.33;pix;2025-03-09
713166;50267;3377.14;cartão;12/02/2025
708464;64853;676.40;pix;20/04/2024
701684;60927;841.21;PIX;2024-09-28
700493;69368;1856.26;PIX;2026-04-05
714874;53202;28.05;Boleto;2024-04-22
709827;65022;2870.66;PIX;20/03/2026
717254;50304;3074.55;Boleto;2025-06-19
716505;55132;2018.43;cartão;2025-08-20
704008;64692;1947.53;pix;2025-12-17
708566;61717;422.14;cartão;2024-02-14
703632;67935;2807.21;Boleto;23/10/2024
806168;60778;1199.91;PIX;11/02/2025
703776;53620;1673.45;pix;2026-02-03
707322;60986;2210.88;pix;2024-05-11
708434;53306;855.78;cartao;2024-09-08
715230;51779;1516.46;PIX;01/04/2024
714635;58008;3330.16;pix;02/04/2024
710776;67366;2242.24;cartao;2025-10-20
709704;67946;3159.71;Boleto;2024-06-01
703300;57892;2746.76;pix;01/06/2025
707302;64017;3174.31;cartao;28/07/2024
706507;53106;557.57;cartão;2025-05-20
714882;55021;3346.21;pix;2024-01-09
701102;65597;2896.67;pix;2026-04-19
713256;58343;1311.23;pix;09/02/2026
714860;53894;1494.66;cartao;03/05/2024
703153;59267;2903.91;PIX;2025-10-18
714285;66243;1257.40;pix;2026-01-05
707639;57764;3308.80;Boleto;18/06/2026
709450;57464;2504.61;cartão;2024-12-04
703564;61131;3159.82;cartão;12/03/2026
707254;61205;654.89;pix;14/01/2026
712168;50092;1741.94;Boleto;2024-04-20
707023;61058;2504.71;Boleto;23/07/2024
714407;68384;3035.72;boleto;23/08/2024
710173;66368;1474.83;PIX;2024-04-13
707771;61181;3493.44;PIX;2024-09-24
704044;69281;2956.96;cartão;2024-08-31
705260;69984;3135.61;Boleto;2024-06-08
704629;52627;913.77;boleto;14/11/2025
711325;67325;622.61;Boleto;03/01/2026
704063;58551;2138.66;boleto;2025-05-19
707282;50578;3385.48;PIX;13/04/2025
705348;62974;191.60;Boleto;19/06/2026
701221;51718;1072.72;cartao;02/07/2025
706020;61908;2957.93;cartão;09/07/2025
701444;50572;2560.22;pix;2024-12-06
711939;51993;3354.63;PIX;25/01/2026
707080;64214;2135.53;cartão;02/09/2025
703289;62537;2347.06;cartao;14/06/2024
702001;57844;1879.46;cartão;2025-06-07
715157;55299;1575.11;Boleto;11/01/2025
714777;69837;54.32;cartão;23/01/2025
703089;55783;1850.04;Boleto;2024-11-02
717598;62570;1265.35;boleto;20/02/2026
713516;56952;305.86;cartao;15/05/2024
707823;59525;2548.76;boleto;2025-01-02
709728;68994;992.07;pix;10/12/2024
711872;50975;2553.65;cartao;2025-12-20
715701;61163;2160.55;Boleto;27/09/2024
713016;56749;1897.49;pix;09/08/2024
709041;50319;1034.38;Boleto;02/09/2024
712665;50010;1446.95;pix;2025-08-12
701454;52355;49.07;cartão;04/06/2024
708117;63753;2277.21;cartao;2025-09-13
705696;66557;1951.08;Boleto;28/02/2025
710760;53843;1812.79;Boleto;2026-05-26
709451;63455;114.59;boleto;14/08/2025
715244;51826;2578.14;pix;01/04/2025
708920;60168;552.71;Boleto;2025-03-20
711919;64572;1709.76;PIX;14/02/2025
715862;52908;1889.13;boleto;24/03/2024
715468;66076;2808.73;Boleto;2025-12-31
704496;59993;2103.54;PIX;05/03/2025
705996;104996;317.71;Boleto;08/06/2024
714248;60606;3462.72;cartao;2026-05-31
705680;56953;2982.69;PIX;01/09/2025
704259;69332;3256.16;cartão;05/10/2025
717242;64030;973.77;cartao;27/05/2024
700031;63265;2432.59;boleto;2025-10-25
708783;53635;3311.94;PIX;2024-10-21
714997;61030;3060.31;cartão;2026-01-18
700480;56870;2769.41;Boleto;05/01/2026
714744;62532;999.25;cartão;2024-11-16
708044;64833;1505.79;PIX;2025-02-10
704412;54111;3443.53;PIX;03/01/2024
700254;63203;3304.99;cartão;09/10/2024
717843;55203;1456.64;PIX;2026-03-17
704592;57901;3380.78;Boleto;15/03/2026
705685;69247;2918.92;boleto;15/11/2024
711136;62824;2908.35;pix;21/02/2025
717826;58761;2910.39;pix;22/08/2025
710591;67961;3146.76;cartão;2024-11-06
706473;67275;3226.80;PIX;24/07/2025
713532;57857;2766.24;pix;2025-08-16
707095;59197;1813.88;cartao;2025-04-22
701856;56988;2881.57;pix;13/01/2026
705826;68395;3129.23;boleto;2025-01-14
707723;64031;1636.78;cartão;2024-08-18
712392;53769;327.62;cartão;25/09/2025
705838;59256;2222.21;PIX;2024-02-05
711845;56334;2060.96;Boleto;2025-02-18
713390;56166;1010.52;cartao;27/02/2026
701148;51836;3192.67;pix;2026-05-09
702438;64583;3270.05;pix;29/07/2024
701599;100599;2503.14;cartão;2026-03-13
709615;64699;1280.42;Boleto;07/07/2025
707532;68975;305.98;Boleto;08/03/2024
716457;63986;1381.29;cartao;2025-03-14
703296;59954;3250.47;PIX;2025-04-03
706383;65447;923.92;cartao;2025-07-26
708401;66068;414.67;pix;2024-11-26
703288;50488;176.12;Boleto;21/09/2024
711292;66613;1444.55;cartao;2024-04-18
708811;67141;1228.61;cartao;2026-05-21
710646;54546;3298.31;pix;20/04/2024
705629;56909;981.95;cartão;2026-05-18
705013;61184;444.65;cartao;25/02/2026
709034;51507;1012.08;cartao;2024-10-07
712648;59912;83.71;pix;27/10/2024
713740;62029;116.10;cartao;08/07/2024
715712;67892;2295.59;Boleto;2025-02-07
715028;50104;3257.92;boleto;2025-10-24
702652;58013;2100.90;Boleto;13/04/2025
716608;52281;1156.04;Boleto;2024-05-24
715853;64997;904.84;Boleto;28/02/2024
709889;61654;-1014.73;pix;12/04/2026
700753;69712;3133.64;pix;2024-11-19
714231;54740;2404.62;cartao;18/08/2024
704992;51287;324.33;cartão;2026-04-26
713616;62055;3066.33;boleto;2025-04-05
711918;59591;1081.46;boleto;2026-04-30
715065;59883;2031.34;boleto;16/04/2024
701941;54357;407.35;boleto;27/07/2024
704230;66435;1549.34;Boleto;27/09/2025
711938;53110;2037.34;boleto;2024-12-07
716850;64877;1579.33;boleto;19/01/2026
710348;66143;3297.44;pix;13/04/2024
707763;65965;2501.99;Boleto;09/05/2026
712139;52899;1275.80;pix;2026-05-22
717253;64513;1533.43;Boleto;2024-11-28
700472;62326;3058.97;Boleto;30/10/2024
714505;59088;2346.53;cartao;17/09/2025
804740;67027;1541.89;cartao;2024-05-29
700053;59718;3331.52;boleto;2024-12-01
705847;58844;923.29;boleto;15/07/2025
709608;51225;1629.18;Boleto;2024-09-17
708140;107140;1994.68;pix;21/10/2024
715413;114413;508.96;Boleto;2026-04-22
704013;52010;1909.96;Boleto;2025-04-13
703243;53893;1475.02;cartão;2025-06-15
711954;63835;1702.25;pix;08/06/2026
711805;53737;1460.31;Boleto;23/09/2025
814366;63346;3450.47;cartao;12/09/2025
703144;68308;2485.97;cartao;2024-04-11
713337;56057;1781.81;Boleto;12/01/2026
711886;51873;504.05;boleto;10/05/2026
701670;50944;2807.48;boleto;2025-02-21
709204;59627;1715.72;cartão;2026-01-18
714954;55283;2616.58;pix;23/01/2024
805267;57651;3104.38;Boleto;15/06/2025
701016;60287;1415.44;pix;25/11/2025
707250;66713;625.70;PIX;07/02/2024
707792;106792;2359.27;cartão;29/01/2024
701291;51482;2576.86;Boleto;11/10/2024
708535;59696;1591.47;Boleto;28/05/2025
709251;60704;1858.43;boleto;12/04/2026
712292;69525;1230.02;cartao;26/03/2026
705265;64869;2830.58;Boleto;19/08/2024
706478;65211;1260.39;pix;29/09/2024
709868;52264;2507.45;PIX;2025-07-19
704253;61740;221.27;cartao;2025-06-10
711869;66895;1249.22;cartao;2025-02-26
715654;51184;3382.93;cartão;21/01/2025
713599;58371;3243.55;PIX;18/09/2025
713333;60857;2052.12;PIX;08/02/2026
713942;50017;3332.05;cartao;2025-04-28
710761;52845;433.59;cartão;28/09/2024
717844;51270;1780.79;pix;2024-04-17
713867;55582;2818.31;boleto;23/05/2026
714128;65487;1273.46;cartão;2026-06-05
703720;69116;593.48;boleto;14/07/2025
717490;62424;2133.59;Boleto;10/11/2024
714035;51345;1253.35;pix;29/12/2024
701946;50496;1566.92;PIX;05/07/2025
700287;65491;122.85;Boleto;25/06/2024
701893;68463;924.87;pix;2025-10-02
711016;58566;2913.01;boleto;01/12/2024
707796;62979;1175.23;cartao;07/01/2025
714587;52468;1702.79;cartão;2025-01-06
704488;53217;1217.81;PIX;26/06/2025
700531;53200;1149.66;PIX;2025-03-31
700000;65155;2394.42;pix;02/09/2025
709793;50460;3153.01;cartao;02/07/2025
715547;50597;2377.68;cartao;2024-12-27
705868;68357;2591.32;cartão;10/01/2024
708524;65727;1669.27;boleto;20/01/2025
703571;56214;2457.31;cartao;13/04/2026
705854;64011;1739.74;Boleto;2026-01-01
708188;56694;242.87;cartao;2025-03-18
716893;66766;1695.28;pix;10/11/2025
806661;58054;879.21;boleto;26/08/2025
717535;61940;743.36;cartão;16/05/2026
703383;61221;1229.36;Boleto;30/03/2026
707489;58089;3192.99;pix;26/01/2025
717395;53265;521.36;PIX;2026-03-14
700702;52894;-2576.44;cartao;31/03/2024
712797;111797;2350.15;boleto;29/11/2025
706648;57298;436.10;pix;24/04/2025
714688;56335;1250.94;Boleto;2025-03-19
713347;60253;56.76;PIX;22/02/2024
702656;65829;2986.66;cartao;09/01/2024
700776;54508;1911.38;boleto;05/03/2025
707015;60098;1778.26;PIX;2024-09-15
703587;58414;1353.16;cartao;28/01/2026
710515;58778;2838.77;PIX;20/05/2025
710017;66953;2237.90;pix;2024-04-14
717604;51832;2728.48;PIX;2026-04-05
712901;67586;2740.48;boleto;2025-01-07
713267;112267;567.42;cartão;01/10/2025
711027;60736;3090.01;boleto;16/06/2026
712557;57474;73.51;cartão;2024-10-19
702521;63095;1799.80;Boleto;07/06/2026
700629;53780;3002.26;cartao;2025-11-05
703850;59944;2558.43;cartão;24/01/2026
705315;58062;217.37;Boleto;20/03/2026
706209;69659;1229.68;cartão;24/07/2025
714342;69860;1978.24;pix;07/09/2024
710519;51431;2781.92;Boleto;24/02/2025
705262;56273;-315.01;cartao;20/01/2026
706497;67508;2117.90;cartão;13/10/2024
716313;66951;895.24;cartão;21/06/2025
715037;68677;3462.13;boleto;12/05/2024
702085;55660;686.09;PIX;2026-01-24
709983;64964;524.68;PIX;2024-07-05
715475;54580;869.51;boleto;23/11/2025
701344;60345;1610.90;boleto;2025-01-11
704430;52285;660.61;cartão;2024-10-13
702991;61176;3133.99;pix;26/04/2026
714658;66719;356.58;Boleto;01/08/2025
705108;69449;1938.20;Boleto;2025-02-22
711931;63243;3454.16;Boleto;2024-06-02
703373;60204;45.62;PIX;2024-02-09
700463;53158;3409.75;Boleto;09/09/2025
717797;54331;2130.93;pix;03/01/2025
704475;67730;1816.80;cartão;2025-11-15
704172;69625;2606.07;PIX;29/05/2025
706360;61998;1767.72;PIX;2025-04-08
715997;59768;3150.23;pix;2024-12-21
701239;59047;887.31;cartão;2026-04-18
701865;63722;849.48;cartão;05/05/2025
709166;56681;477.05;cartao;31/05/2025
705070;64770;622.32;pix;2026-01-08
703360;61069;3214.22;pix;05/10/2025
704694;56966;2589.92;cartão;23/11/2025
712788;64602;2864.22;cartao;30/07/2025
714185;55992;1922.92;PIX;2024-11-17
706649;52440;641.33;boleto;2024-03-09
712407;69851;2484.49;Boleto;27/04/2025
706874;59962;2394.42;cartao;2024-05-13
713566;57229;960.39;pix;30/03/2026
707557;55911;3323.16;boleto;11/02/2026
717143;67295;1422.38;cartão;14/11/2025
708701;64262;143.32;boleto;20/05/2025
716370;57319;3355.79;Boleto;2026-01-30
709578;66990;406.36;pix;2025-06-18
703524;68721;1424.87;cartão;23/01/2026
701572;67085;1715.83;cartão;13/01/2026
704046;68630;599.90;Boleto;2025-12-16
717870;64539;2941.42;Boleto;15/07/2025
710909;60318;1690.08;cartao;08/08/2024
706453;59216;2742.66;cartao;26/01/2025
701269;65130;37.86;cartao;29/09/2024
714507;61152;62.22;pix;02/02/2024
712675;60242;3003.67;boleto;2025-01-27
708446;62240;1722.29;pix;23/12/2024
717388;67618;360.46;Boleto;2025-03-15
705385;68587;1351.05;Boleto;02/10/2025
705319;64874;184.13;Boleto;08/10/2025
716554;50230;467.90;cartão;2025-07-07
716991;51893;226.00;Boleto;22/08/2025
705532;61986;135.29;cartão;02/06/2026
705724;62834;626.74;Boleto;31/12/2025
707833;57098;549.62;cartão;20/07/2025
701860;51315;1090.24;pix;17/06/2026
704973;58951;2743.35;cartao;31/08/2024
711499;64734;1111.00;PIX;2025-09-25
717976;68356;-2202.15;cartão;2025-06-23
715585;65109;3421.76;Boleto;2025-10-07
705617;57049;2968.03;Boleto;2026-01-28
716862;69601;284.61;cartão;22/02/2026
710614;62113;2012.63;pix;19/07/2025
813684;55446;1958.29;cartão;2024-01-21
711704;56410;2670.83;cartao;22/05/2024
709856;57127;2439.56;cartao;23/08/2025
701896;57385;330.25;Boleto;2026-04-03
715477;63684;599.52;cartão;11/03/2026
702958;63547;2452.70;boleto;2024-08-14
702572;66167;1465.42;cartão;08/12/2024
702151;52556;444.98;Boleto;07/09/2024
701057;100057;3479.81;Boleto;15/12/2025
714410;60328;1244.70;boleto;13/12/2024
716653;69356;1028.78;pix;18/08/2025
708126;67506;412.44;PIX;15/05/2025
713723;69083;583.38;cartao;29/01/2026
708034;53581;519.20;PIX;29/12/2025
715955;65154;2908.48;PIX;17/05/2024
703924;66486;2410.82;cartao;2024-07-27
717416;61887;3197.38;boleto;2025-08-07
717482;54498;359.88;PIX;28/08/2025
700786;59292;1037.25;cartão;2025-01-18
709458;64614;1957.19;cartão;01/09/2024
717245;53328;752.65;cartao;2024-11-08
711314;67353;3047.30;boleto;08/12/2024
717094;55223;2267.81;PIX;02/02/2024
707114;65600;24.37;Boleto;18/09/2024
813972;62502;1157.66;cartão;02/01/2024
703570;65931;2642.99;PIX;2025-07-26
717406;66736;2789.20;boleto;14/02/2025
702507;50995;1769.18;PIX;16/10/2025
710152;63016;2168.21;pix;07/05/2025
716011;59240;2293.30;PIX;2026-03-14
703076;67297;3477.17;cartao;2026-06-13
702436;55540;1516.80;pix;08/04/2024
706243;54850;1843.78;Boleto;2024-03-19
704886;69675;630.95;pix;2024-05-27
704805;56062;2492.91;cartão;2025-03-21
710975;62537;226.17;cartao;27/05/2026
711327;58131;2053.41;cartão;29/05/2024
700923;56963;3046.90;PIX;2024-03-23
710970;66716;1455.50;boleto;2024-12-03
701640;65256;2070.69;cartão;30/09/2025
710013;61434;1377.74;pix;07/03/2025
712718;69859;1348.72;PIX;2025-06-15
710465;57938;1308.71;pix;15/10/2025
715143;68978;482.29;boleto;2025-07-24
708018;50729;498.91;Boleto;2024-05-01
711165;58614;1534.29;boleto;2025-10-29
700817;61840;3194.67;cartão;10/06/2025
710894;58875;715.73;Boleto;28/01/2026
701106;56757;1564.86;cartao;2024-03-24
705288;56741;2084.44;cartao;15/05/2026
705880;56023;284.09;Boleto;2025-08-06
708231;63085;3103.17;pix;2025-04-14
705114;62750;1178.94;cartao;2024-09-20
706250;68057;1379.39;pix;2024-05-09
707243;51456;3416.13;pix;18/01/2026
707365;65976;2697.18;boleto;2026-05-12
711852;63352;-2088.26;pix;2026-06-06
705636;52930;2956.06;Boleto;2025-03-17
713836;68686;1404.73;cartao;2025-02-08
714903;52286;320.09;boleto;2024-12-11
715054;52301;2435.37;Boleto;11/06/2026
705633;61395;825.77;cartão;02/02/2025
706530;57046;3165.67;Boleto;2024-03-10
711707;51545;1484.18;Boleto;2024-10-20
710227;50665;1685.91;Boleto;21/01/2026
711875;54942;2905.15;pix;12/06/2024
712113;59125;2931.98;cartão;18/08/2024
702203;50131;450.97;boleto;2024-12-19
714878;65903;3331.14;cartao;2025-10-30
708513;64009;3244.99;Boleto;2025-10-01
715734;62533;537.50;cartao;02/01/2026
712623;50267;3463.27;cartao;17/04/2025
714654;58369;1583.19;PIX;2024-07-14
716858;62177;3478.78;cartão;2025-05-25
713428;69323;1935.98;Boleto;2024-11-05
704502;58885;187.05;pix;2025-01-13
708774;53502;643.72;PIX;2025-05-07
705902;51582;2919.66;PIX;2025-04-04
708475;65256;2553.71;cartão;14/04/2025
707851;56019;1048.92;cartao;28/06/2025
717688;61528;276.28;boleto;06/03/2024
702653;56824;2401.61;cartão;2024-08-16
716128;68117;740.65;pix;17/09/2024
705624;58924;2105.95;cartão;03/09/2025
703514;61354;495.37;cartão;2026-02-27
700210;69485;1103.88;Boleto;02/02/2024
704754;65366;1687.25;boleto;2024-02-18
706240;52824;1932.49;PIX;2026-05-04
712680;55599;3245.63;PIX;2024-11-27
713435;69995;334.99;cartão;2025-06-30
710518;50021;469.13;boleto;11/11/2024
707083;60128;1027.73;Boleto;17/03/2024
703229;50590;1936.66;pix;2025-09-14
711967;65022;2009.82;cartao;28/02/2024
700070;64200;3042.87;PIX;06/06/2024
700132;50562;3055.39;cartão;21/12/2025
702228;51231;1246.48;boleto;26/05/2024
704743;61380;2721.15;boleto;14/02/2026
703135;50823;2142.73;pix;09/08/2024
709149;59340;2837.71;cartão;24/05/2025
705950;60956;1437.85;cartão;2024-12-16
704085;54062;327.50;PIX;18/09/2024
708192;53550;2357.26;pix;12/02/2026
717307;65207;67.96;PIX;2024-10-05
712489;62400;2233.14;cartao;21/01/2025
703869;55347;1070.09;PIX;2024-03-22
702194;51471;38.06;boleto;18/07/2025
715198;54170;1214.02;cartão;2024-01-19
709478;52700;842.54;boleto;11/03/2026
709457;59523;-2257.45;Boleto;2024-10-05
702982;64797;2629.51;cartao;14/08/2024
710854;52347;1413.54;cartão;28/03/2024
706978;68439;2961.58;boleto;2024-01-09
702766;50496;2104.12;boleto;27/06/2024
715988;59742;1041.98;PIX;23/01/2025
712402;53156;2637.70;cartao;2025-12-30
703885;64702;1403.33;cartao;2024-07-10
710011;52234;2485.92;pix;2024-02-25
715665;66821;949.01;cartão;2024-06-29
704014;57961;2373.31;cartão;24/02/2024
712156;65955;2657.18;PIX;12/03/2024
710935;109935;194.77;boleto;10/10/2025
711254;54452;2816.61;PIX;2025-03-25
713048;68249;2526.12;Boleto;2026-01-25
704630;59201;2531.98;PIX;26/10/2025
700081;58180;3272.16;Boleto;2025-08-21
703645;59424;2802.98;boleto;2025-10-15
702492;54425;513.99;cartao;2025-12-06
709900;57490;2056.66;cartao;18/05/2025
705247;51898;1439.36;Boleto;03/08/2024
700249;57772;956.91;Boleto;2025-11-07
704745;62788;2260.43;pix;2024-11-02
707339;58729;242.12;pix;2025-09-24
803399;53682;3330.65;pix;25/01/2025
714902;58928;2555.01;PIX;2026-03-03
715812;59715;2378.19;boleto;2024-11-26
707013;56053;2388.06;Boleto;2024-03-10
700944;58677;2682.27;cartão;28/02/2024
700439;69740;3024.50;cartao;2024-11-11
714634;64830;910.54;cartao;20/03/2024
710570;68999;2589.68;PIX;22/02/2025
715258;65930;2919.09;PIX;26/02/2026
700089;62584;2245.76;pix;2024-04-28
717936;63343;3463.69;PIX;07/04/2025
708843;69985;1420.59;boleto;01/06/2026
716483;63527;2980.81;pix;27/07/2025
708589;50422;1617.84;PIX;09/01/2025
716610;59858;2942.57;cartão;08/05/2024
